UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rad/s],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
330,H29743,2,297.7,308.5,180.1179788058148,29.9,210,0,0,0,0,0,0
331,M15190,1,297.6,308.4,146.39821765728436,41.9,215,0,0,0,0,0,0
332,M15191,1,297.6,308.4,145.66517937144675,51.9,218,0,0,0,0,0,0
333,M15192,1,297.6,308.3,161.05898337403673,40.2,0,0,0,0,0,0,0
334,L47513,0,297.5,308.2,172.47343668207964,31.3,3,0,0,0,0,0,0
335,M15194,1,297.5,308.1,153.83332027078018,44.8,5,0,0,0,0,0,0
336,L47515,0,297.4,308.1,183.15485170428494,25.9,8,0,0,0,0,0,0
337,M15196,1,297.6,308.2,208.91591146372124,20.5,10,0,0,0,0,0,0
338,L47517,0,297.6,308.3,182.4218134184473,27.7,13,0,0,0,0,0,0
339,L47518,0,297.5,308.2,163.67697725202822,38.2,15,0,0,0,0,0,0
340,M15199,1,297.5,308.2,179.3849405199772,32.2,17,0,0,0,0,0,0
341,L47520,0,297.4,308.1,154.35691904637852,39.4,20,0,0,0,0,0,0
342,M15201,1,297.4,308.2,160.22122533307945,32.6,22,0,0,0,0,0,0
343,L47522,0,297.4,308.2,154.04275978101953,46.5,25,0,0,0,0,0,0
344,L47523,0,297.5,308.3,145.35102010608776,48.6,27,0,0,0,0,0,0
345,M15204,1,297.5,308.2,256.35396053292715,13.8,29,0,0,0,0,0,0
346,L47525,0,297.5,308.3,165.98081186466072,32.9,32,0,0,0,0,0,0
347,M15206,1,297.5,308.3,152.7861227195836,45.2,34,0,0,0,0,0,0
348,L47527,0,297.5,308.3,161.6873019047547,40.8,37,0,0,0,0,0,0
349,L47528,0,297.6,308.3,169.33184402848985,31.7,39,0,0,0,0,0,0
350,L47529,0,297.6,308.3,167.02800941585735,34.3,41,0,0,0,0,0,0
351,H29764,2,297.6,308.3,146.60765716752366,44.3,43,0,0,0,0,0,0
352,M15211,1,297.6,308.4,168.7035254977719,31.0,48,0,0,0,0,0,0
353,M15212,1,297.6,308.4,157.8126709653273,46.0,51,0,0,0,0,0,0
354,H29767,2,297.5,308.3,175.30087007031045,30.0,54,0,0,0,0,0,0
355,L47534,0,297.6,308.3,173.62535398839591,34.3,59,0,0,0,0,0,0
356,L47535,0,297.6,308.3,169.9601625592078,36.9,61,0,0,0,0,0,0
357,M15216,1,297.6,308.4,146.39821765728436,48.9,63,0,0,0,0,0,0
358,L47537,0,297.6,308.4,158.85986851652387,34.2,66,0,0,0,0,0,0
359,M15218,1,297.6,308.3,153.62388076054089,36.7,68,0,0,0,0,0,0
360,M15219,1,297.6,308.3,164.09585627250686,34.6,71,0,0,0,0,0,0
361,M15220,1,297.5,308.3,159.2787475370025,38.2,74,0,0,0,0,0,0
362,L47541,0,297.5,308.3,167.13272917097697,36.8,77,0,0,0,0,0,0
363,H29776,2,297.6,308.3,171.74039839624203,30.9,79,0,0,0,0,0,0
364,L47543,0,297.6,308.3,150.58700786207075,47.8,84,0,0,0,0,0,0
365,L47544,0,297.6,308.4,147.3406954533613,55.2,86,0,0,0,0,0,0
366,L47545,0,297.6,308.4,141.68582867689966,57.5,88,0,0,0,0,0,0
367,M15226,1,297.6,308.5,162.52505994571194,40.9,90,0,0,0,0,0,0
368,M15227,1,297.6,308.4,164.30529578274619,38.3,93,0,0,0,0,0,0
369,L47548,0,297.5,308.4,155.92771537317338,39.5,96,0,0,0,0,0,0
370,H29783,2,297.5,308.4,166.19025137490004,36.1,98,0,0,0,0,0,0
371,M15230,1,297.5,308.3,169.85544280408814,37.2,103,0,0,0,0,0,0
372,L47551,0,297.5,308.4,167.97048721193426,38.1,106,0,0,0,0,0,0
373,M15232,1,297.4,308.3,147.131255943122,51.7,108,0,0,0,0,0,0
374,L47553,0,297.4,308.3,147.86429422895958,42.0,111,0,0,0,0,0,0
375,L47554,0,297.4,308.3,149.8539695762331,43.0,113,0,0,0,0,0,0
376,L47555,0,297.4,308.2,160.5353845984384,37.4,115,0,0,0,0,0,0
377,M15236,1,297.4,308.2,146.71237692264333,51.9,117,0,0,0,0,0,0
378,M15237,1,297.4,308.2,149.12093129039553,53.9,120,0,0,0,0,0,0
379,L47558,0,297.3,308.2,183.67845047988325,29.4,123,0,0,0,0,0,0
380,L47559,0,297.3,308.2,183.67845047988325,26.8,125,0,0,0,0,0,0
381,L47560,0,297.5,308.3,268.50145212680764,12.8,127,1,0,0,1,0,0
382,L47561,0,297.5,308.5,161.89674141499398,40.4,129,0,0,0,0,0,0
383,L47562,0,297.5,308.5,139.8008730847458,48.0,131,0,0,0,0,0,0
384,M15243,1,297.5,308.6,192.8937889304133,27.0,133,0,0,0,0,0,0
385,L47564,0,297.5,308.5,179.28022076485752,26.8,136,0,0,0,0,0,0
386,M15245,1,297.6,308.6,148.0737337391989,45.4,138,0,0,0,0,0,0
387,L47566,0,297.6,308.7,138.12535700283124,50.9,141,0,0,0,0,0,0
388,L47567,0,297.7,308.7,130.79497414445507,60.4,143,0,0,0,0,0,0
389,L47568,0,297.6,308.7,152.36724369910496,48.2,145,0,0,0,0,0,0
390,M15249,1,297.6,308.7,147.44541520848094,54.8,147,0,0,0,0,0,0
391,L47570,0,297.6,308.7,152.89084247470328,46.7,150,0,0,0,0,0,0
392,L47571,0,297.6,308.6,156.1371548834127,38.1,152,0,0,0,0,0,0
393,M15252,1,297.6,308.5,156.03243512829306,43.4,154,0,0,0,0,0,0
394,M15253,1,297.5,308.4,141.3716694115407,52.2,157,0,0,0,0,0,0
395,L47574,0,297.5,308.4,160.01178582284012,39.9,160,0,0,0,0,0,0
396,L47575,0,297.4,308.3,164.51473529298548,37.7,162,0,0,0,0,0,0
397,L47576,0,297.4,308.3,156.03243512829306,42.6,164,0,0,0,0,0,0
398,M15257,1,297.4,308.3,185.77284558227643,28.9,166,0,0,0,0,0,0
399,H29812,2,297.4,308.3,157.28907218972896,43.6,169,0,0,0,0,0,0
400,L47579,0,297.4,308.4,145.7698991265664,49.7,174,0,0,0,0,0,0
401,L47580,0,297.4,308.5,219.9114857512855,16.9,176,0,0,0,0,0,0
402,L47581,0,297.5,308.5,180.32741831605412,30.4,178,0,0,0,0,0,0
403,L47582,0,297.4,308.6,175.7197490907891,32.3,180,0,0,0,0,0,0
404,L47583,0,297.3,308.6,133.3082482673269,59.8,182,0,0,0,0,0,0
405,L47584,0,297.3,308.6,135.82152239019874,45.9,184,0,0,0,0,0,0
406,L47585,0,297.3,308.5,141.3716694115407,57.6,186,0,0,0,0,0,0
407,L47586,0,297.4,308.6,150.6917276171904,51.9,188,0,0,0,0,0,0
408,M15267,1,297.4,308.5,167.55160819145564,42.1,190,0,0,0,0,0,0
409,M15268,1,297.4,308.6,150.1681288415921,44.4,193,0,0,0,0,0,0
410,L47589,0,297.4,308.6,152.7861227195836,41.3,196,0,0,0,0,0,0
411,M15270,1,297.5,308.6,154.14747953613917,44.9,198,0,0,0,0,0,0
412,L47591,0,297.5,308.7,149.64453006599382,44.3,201,0,0,0,0,0,0
413,L47592,0,297.5,308.6,145.35102010608776,48.2,203,0,0,0,0,0,0
414,L47593,0,297.4,308.4,164.72417480322483,34.5,205,0,0,0,0,0,0
415,L47594,0,297.4,308.4,166.29497113001972,32.5,207,0,0,0,0,0,0
416,L47595,0,297.5,308.4,158.2315499858059,42.8,209,0,0,0,0,0,0
417,L47596,0,297.4,308.5,156.55603390389135,37.8,211,0,0,0,0,0,0
418,L47597,0,297.4,308.4,145.97933863680572,50.1,213,0,0,0,0,0,0
419,L47598,0,297.4,308.4,225.25219326238818,17.7,0,0,0,0,0,0,0
420,M15279,1,297.3,308.3,157.1843524346093,38.2,2,0,0,0,0,0,0
421,M15280,1,297.3,308.3,136.24040141067735,39.6,5,0,0,0,0,0,0
422,M15281,1,297.3,308.3,173.52063423327624,31.1,8,0,0,0,0,0,0
423,L47602,0,297.3,308.3,139.59143357450648,55.2,11,0,0,0,0,0,0
424,L47603,0,297.3,308.3,155.4041165975751,43.9,13,0,0,0,0,0,0
425,L47604,0,297.3,308.4,149.7492498211135,45.7,15,0,0,0,0,0,0
426,M15285,1,297.3,308.4,174.35839227423352,28.9,17,0,0,0,0,0,0
427,L47606,0,297.4,308.5,157.1843524346093,44.9,20,0,0,0,0,0,0
428,M15287,1,297.5,308.5,156.66075365901102,42.2,22,0,0,0,0,0,0
429,M15288,1,297.6,308.6,167.02800941585735,36.9,25,0,0,0,0,0,0
430,L47609,0,297.5,308.6,126.501464184549,62.3,28,0,0,0,0,0,0
431,L47610,0,297.5,308.6,167.13272917097697,37.1,30,0,0,0,0,0,0
432,L47611,0,297.5,308.5,151.42476590302803,41.9,32,0,0,0,0,0,0
433,M15292,1,297.6,308.5,153.5191610054212,39.7,34,0,0,0,0,0,0
434,M15293,1,297.6,308.5,193.52210746113127,23.7,37,0,0,0,0,0,0
435,M15294,1,297.5,308.5,155.4041165975751,44.7,40,0,0,0,0,0,0
436,L47615,0,297.4,308.3,156.34659439365205,41.2,43,0,0,0,0,0,0
437,L47616,0,297.3,308.3,157.4985116999683,36.3,45,0,0,0,0,0,0
438,L47617,0,297.3,308.3,161.05898337403673,38.5,47,0,0,0,0,0,0
439,L47618,0,297.4,308.4,140.42919161546376,52.2,49,0,0,0,0,0,0
440,M15299,1,297.4,308.3,160.74482410867773,34.6,51,0,0,0,0,0,0
441,L47620,0,297.4,308.5,145.4557398612074,39.2,54,0,0,0,0,0,0
442,H29855,2,297.5,308.5,145.87461888168605,46.6,56,0,0,0,0,0,0
443,L47622,0,297.4,308.5,146.50293741240404,61.5,61,1,0,0,1,0,0
444,H29857,2,297.4,308.5,153.83332027078018,45.1,63,0,0,0,0,0,0
445,L47624,0,297.4,308.4,165.66665259930176,37.2,68,0,0,0,0,0,0
446,L47625,0,297.5,308.6,187.76252092954996,26.7,70,0,0,0,0,0,0
447,L47626,0,297.5,308.6,152.053084433746,39.0,72,0,0,0,0,0,0
448,M15307,1,297.6,308.7,144.09438304465183,59.9,74,0,0,0,0,0,0
449,L47628,0,297.5,308.6,162.52505994571194,44.9,77,0,0,0,0,0,0
450,L47629,0,297.6,308.7,169.85544280408814,37.9,79,0,0,0,0,0,0
451,M15310,1,297.6,308.7,148.59733251479722,41.7,81,0,0,0,0,0,0
452,H29865,2,297.5,308.6,150.79644737231007,46.1,84,0,0,0,0,0,0
453,M15312,1,297.4,308.6,172.054557661601,31.0,89,0,0,0,0,0,0
454,L47633,0,297.4,308.7,158.12683023068624,36.2,92,0,0,0,0,0,0
455,L47634,0,297.4,308.7,153.72860051566056,46.6,94,0,0,0,0,0,0
456,L47635,0,297.4,308.7,149.64453006599382,57.4,96,0,0,0,0,0,0
457,H29870,2,297.3,308.7,154.77579806685713,47.6,98,0,0,0,0,0,0
458,L47637,0,297.4,308.6,133.62240753268586,53.6,103,0,0,0,0,0,0
459,L47638,0,297.3,308.6,155.61355610781442,42.6,105,0,0,0,0,0,0
460,L47639,0,297.4,308.6,154.5663585566178,42.3,107,0,0,0,0,0,0
461,H29874,2,297.3,308.6,149.8539695762331,42.0,109,0,0,0,0,0,0
462,L47641,0,297.4,308.7,146.817096677763,40.2,114,0,0,0,0,0,0
463,L47642,0,297.4,308.7,150.06340908647243,43.4,116,0,0,0,0,0,0
464,L47643,0,297.4,308.7,300.9645762139022,4.2,118,1,0,0,1,0,0
465,L47644,0,297.3,308.6,158.2315499858059,35.7,120,0,0,0,0,0,0
466,M15325,1,297.3,308.6,152.47196345422464,42.9,122,0,0,0,0,0,0
467,L47646,0,297.2,308.5,162.31562043547265,41.5,125,0,0,0,0,0,0
468,L47647,0,297.2,308.5,228.4985056710976,16.5,127,0,0,0,0,0,0
469,L47648,0,297.3,308.7,169.54128353872918,31.6,129,0,0,0,0,0,0
470,M15329,1,297.3,308.8,166.0855316197804,32.7,131,0,0,0,0,0,0
471,H29884,2,297.3,308.8,156.97491292437,44.2,134,0,0,0,0,0,0
472,H29885,2,297.3,308.8,148.59733251479722,42.4,139,0,0,0,0,0,0
473,M15332,1,297.4,309.0,156.76547341413067,41.8,144,0,0,0,0,0,0
474,M15333,1,297.4,309.0,159.17402778188284,37.0,147,0,0,0,0,0,0
475,L47654,0,297.4,309.1,154.77579806685713,49.8,150,0,0,0,0,0,0
476,L47655,0,297.4,309.1,144.5132620651305,41.1,152,0,0,0,0,0,0
477,L47656,0,297.4,309.0,164.41001553786586,37.9,154,0,0,0,0,0,0
478,H29891,2,297.4,309.0,153.72860051566056,41.4,156,0,0,0,0,0,0
479,L47658,0,297.4,309.0,191.95131113433635,22.6,161,0,0,0,0,0,0
480,M15339,1,297.4,308.9,138.54423602330985,57.3,163,0,0,0,0,0,0
481,L47660,0,297.4,309.0,165.77137235442143,32.0,166,0,0,0,0,0,0
482,M15341,1,297.3,309.0,162.94393896619061,39.5,168,0,0,0,0,0,0
483,L47662,0,297.3,309.0,162.10618092523333,37.4,171,0,0,0,0,0,0
484,L47663,0,297.4,309.0,138.64895577842952,56.9,173,0,0,0,0,0,0
485,L47664,0,297.4,309.0,164.2005760276265,33.7,175,0,0,0,0,0,0
486,M15345,1,297.4,309.0,176.4527873766267,30.7,177,0,0,0,0,0,0
487,M15346,1,297.4,309.1,165.66665259930176,35.9,180,0,0,0,0,0,0
488,M15347,1,297.4,309.1,153.20500174006224,35.0,183,0,0,0,0,0,0
489,L47668,0,297.4,309.2,165.87609210954108,42.8,186,0,0,0,0,0,0
490,M15349,1,297.5,309.2,141.05751014618173,55.8,188,0,0,0,0,0,0
491,L47670,0,297.4,309.2,152.7861227195836,37.9,191,0,0,0,0,0,0
492,L47671,0,297.4,309.2,148.70205226991686,45.6,193,0,0,0,0,0,0
493,L47672,0,297.5,309.3,147.02653618800232,43.5,195,0,0,0,0,0,0
494,L47673,0,297.5,309.3,153.93804002589985,38.8,197,0,0,0,0,0,0
495,L47674,0,297.6,309.4,138.85839528866885,49.8,199,0,0,0,0,0,0
496,H29909,2,297.5,309.3,152.7861227195836,49.7,201,0,0,0,0,0,0
497,M15356,1,297.5,309.2,160.22122533307945,40.0,206,0,0,0,0,0,0
498,L47677,0,297.4,309.0,157.60323145508795,39.2,209,0,0,0,0,0,0
499,L47678,0,297.5,309.1,168.7035254977719,30.2,211,0,0,0,0,0,0
500,L47679,0,297.5,309.1,158.65042900628455,35.1,213,0,0,0,0,0,0
501,M15360,1,297.5,309.2,188.91443823586624,27.4,215,0,0,0,0,0,0
502,M15361,1,297.6,309.3,153.3097214951819,46.2,218,0,0,0,0,0,0
503,L47682,0,297.6,309.2,145.56045961632708,43.3,221,0,0,0,0,0,0
504,M15363,1,297.6,309.2,151.0058868825494,48.1,0,0,0,0,0,0,0
505,M15364,1,297.6,309.3,160.1165055779598,41.9,3,0,0,0,0,0,0
506,L47685,0,297.6,309.3,168.59880574265222,35.0,6,0,0,0,0,0,0
507,L47686,0,297.6,309.3,161.58258214963502,34.3,8,0,0,0,0,0,0
508,H29921,2,297.8,309.4,151.32004614790836,48.2,10,0,0,0,0,0,0
509,L47688,0,297.7,309.3,198.23449644151594,24.6,15,0,0,0,0,0,0
510,M15369,1,297.6,309.3,148.17845349431857,41.3,17,0,0,0,0,0,0
511,L47690,0,297.5,309.3,163.7816970071479,37.5,20,0,0,0,0,0,0
512,L47691,0,297.5,309.3,154.8805178219768,39.4,22,0,0,0,0,0,0
513,L47692,0,297.5,309.2,149.33037080063482,44.8,24,0,0,0,0,0,0
514,L47693,0,297.4,309.2,149.53981031087415,38.8,26,0,0,0,0,0,0
515,L47694,0,297.4,309.2,169.64600329384882,33.2,28,0,0,0,0,0,0
516,L47695,0,297.5,309.2,179.5943800302165,28.0,30,0,0,0,0,0,0
517,L47696,0,297.5,309.3,181.37461586725072,29.9,32,0,0,0,0,0,0
518,M15377,1,297.5,309.4,145.66517937144675,58.2,34,0,0,0,0,0,0
519,L47698,0,297.6,309.5,201.4808088502254,20.6,37,0,0,0,0,0,0
520,M15379,1,297.7,309.5,212.26694362755038,19.8,39,0,0,0,0,0,0
521,L47700,0,297.6,309.5,169.33184402848985,36.2,42,0,0,0,0,0,0
522,L47701,0,297.5,309.4,156.76547341413067,35.8,44,0,0,0,0,0,0
523,M15382,1,297.5,309.5,151.63420541326735,43.7,46,0,0,0,0,0,0
524,L47703,0,297.4,309.4,146.71237692264333,45.9,49,0,0,0,0,0,0
525,L47704,0,297.4,309.4,169.64600329384882,35.4,51,0,0,0,0,0,0
526,L47705,0,297.4,309.4,153.5191610054212,45.5,53,0,0,0,0,0,0
527,L47706,0,297.6,309.5,143.78022377929287,50.6,55,0,0,0,0,0,0
528,M15387,1,297.6,309.6,166.71385015049836,35.8,57,0,0,0,0,0,0
529,M15388,1,297.5,309.5,162.62977970083162,42.4,60,0,0,0,0,0,0
530,L47709,0,297.6,309.5,164.30529578274619,36.2,63,0,0,0,0,0,0
531,M15390,1,297.6,309.5,178.96606149949855,32.2,65,0,0,0,0,0,0
532,L47711,0,297.6,309.5,162.21090068035298,34.9,68,0,0,0,0,0,0
533,L47712,0,297.5,309.4,151.11060663766906,45.4,70,0,0,0,0,0,0
534,L47713,0,297.5,309.3,175.40558982543013,29.8,72,0,0,0,0,0,0
535,L47714,0,297.5,309.3,169.9601625592078,33.4,74,0,0,0,0,0,0
536,H29949,2,297.4,309.3,142.94246573833559,52.4,76,0,0,0,0,0,0
537,L47716,0,297.4,309.3,184.20204925548154,24.8,81,0,0,0,0,0,0
538,H29951,2,297.4,309.3,158.7551487614042,43.0,83,0,0,0,0,0,0
539,M15398,1,297.4,309.3,156.97491292437,36.8,88,0,0,0,0,0,0
540,M15399,1,297.4,309.3,185.87756533739608,25.8,91,0,0,0,0,0,0
541,L47720,0,297.4,309.4,154.25219929125885,45.5,94,0,0,0,0,0,0
542,L47721,0,297.4,309.4,135.71680263507906,52.3,96,0,0,0,0,0,0
543,L47722,0,297.5,309.4,188.80971848074657,24.7,98,0,0,0,0,0,0
544,H29957,2,297.5,309.3,163.67697725202822,36.1,100,0,0,0,0,0,0
545,M15404,1,297.5,309.4,191.74187162409703,26.6,105,0,0,0,0,0,0
546,L47725,0,297.6,309.4,205.04128052429382,22.1,108,0,0,0,0,0,0
547,L47726,0,297.5,309.4,189.43803701146453,24.3,110,0,0,0,0,0,0
548,M15407,1,297.5,309.4,155.19467708733578,39.3,112,0,0,0,0,0,0
549,L47728,0,297.4,309.3,139.4867138193868,53.2,115,0,0,0,0,0,0
550,L47729,0,297.4,309.2,150.4822881069511,40.4,117,0,0,0,0,0,0
551,L47730,0,297.4,309.2,177.81414419318227,29.4,119,0,0,0,0,0,0
552,L47731,0,297.4,309.2,133.41296802244653,54.3,121,0,0,0,0,0,0
553,M15412,1,297.4,309.3,169.85544280408814,35.0,123,0,0,0,0,0,0
554,M15413,1,297.4,309.3,163.7816970071479,36.0,126,0,0,0,0,0,0
555,H29968,2,297.5,309.4,143.25662500369455,45.3,129,0,0,0,0,0,0
556,M15415,1,297.4,309.4,161.16370312915637,42.2,134,0,0,0,0,0,0
557,L47736,0,297.5,309.4,142.1047076973783,50.1,137,0,0,0,0,0,0
558,M15417,1,297.5,309.4,150.06340908647243,48.3,139,0,0,0,0,0,0
559,L47738,0,297.5,309.4,172.78759594743863,34.6,142,0,0,0,0,0,0
560,L47739,0,297.5,309.4,157.39379194484863,40.6,144,0,0,0,0,0,0
561,L47740,0,297.5,309.4,138.02063724771156,58.2,146,0,0,0,0,0,0
562,M15421,1,297.5,309.4,175.7197490907891,34.4,148,0,0,0,0,0,0
563,L47742,0,297.6,309.5,164.82889455834447,30.9,151,0,0,0,0,0,0
564,L47743,0,297.7,309.6,160.1165055779598,35.2,153,0,0,0,0,0,0
565,H29978,2,297.6,309.6,174.77727129471216,32.1,155,0,0,0,0,0,0
566,H29979,2,297.7,309.7,164.41001553786586,35.8,160,0,0,0,0,0,0
567,M15426,1,297.6,309.7,161.3731426393957,33.7,165,0,0,0,0,0,0
568,M15427,1,297.7,309.7,175.92918860102841,30.2,168,0,0,0,0,0,0
569,L47748,0,297.8,309.7,202.63272615654165,22.1,171,0,0,0,0,0,0
570,M15429,1,297.7,309.6,167.13272917097697,35.2,173,0,0,0,0,0,0
571,L47750,0,297.7,309.7,156.87019316925034,41.0,176,0,0,0,0,0,0
572,M15431,1,297.8,309.8,175.51030958054977,29.0,178,0,0,0,0,0,0
573,L47752,0,297.8,309.9,141.47638916666034,49.0,181,0,0,0,0,0,0
574,L47753,0,297.9,309.9,154.14747953613917,45.0,183,0,0,0,0,0,0
575,M15434,1,297.9,310.0,150.6917276171904,41.7,185,0,0,0,0,0,0
576,M15435,1,297.9,309.9,147.6548547187203,55.4,188,0,0,0,0,0,0
577,H29990,2,297.7,309.7,150.79644737231007,51.1,191,0,0,0,0,0,0
578,L47757,0,297.7,309.7,166.60913039537868,37.7,196,0,0,0,0,0,0
579,L47758,0,297.8,309.8,160.5353845984384,36.8,198,0,0,0,0,0,0
580,M15439,1,297.8,309.7,178.0235837034216,31.3,200,0,0,0,0,0,0
581,M15440,1,297.8,309.8,188.28611970514828,25.5,203,0,0,0,0,0,0
582,L47761,0,297.8,309.7,145.97933863680572,42.9,206,0,0,0,0,0,0
583,L47762,0,297.8,309.7,140.42919161546376,49.2,208,0,0,0,0,0,0
584,H29997,2,297.7,309.6,177.70942443806265,32.2,210,0,0,0,0,0,0
585,H29998,2,297.6,309.6,148.59733251479722,48.2,215,0,0,0,0,0,0
586,L47765,0,297.6,309.5,209.5442299944392,20.5,220,0,0,0,0,0,0
587,L47766,0,297.6,309.6,157.1843524346093,49.8,222,1,0,0,0,1,0
588,H30001,2,297.6,309.5,169.9601625592078,33.1,224,0,0,0,0,0,0
589,L47768,0,297.6,309.4,170.4837613348061,33.4,229,0,0,0,0,0,0
590,L47769,0,297.6,309.4,156.1371548834127,40.2,231,0,0,0,0,0,0
591,L47770,0,297.5,309.4,158.85986851652387,36.7,233,0,0,0,0,0,0
592,H30005,2,297.5,309.3,159.69762655748116,41.7,235,0,0,0,0,0,0
593,H30006,2,297.5,309.5,174.6725515395925,27.9,240,0,0,0,0,0,0
594,L47773,0,297.5,309.6,137.3923187169936,50.7,0,0,0,0,0,0,0
595,H30008,2,297.6,309.6,133.83184704292518,50.4,2,0,0,0,0,0,0
596,M15455,1,297.6,309.6,139.2772743091475,53.1,7,0,0,0,0,0,0
597,M15456,1,297.6,309.6,160.22122533307945,37.3,10,0,0,0,0,0,0
598,H30011,2,297.6,309.6,149.53981031087415,46.6,13,0,0,0,0,0,0
599,L47778,0,297.7,309.6,154.98523757709646,47.9,18,0,0,0,0,0,0
600,H30013,2,297.7,309.7,169.22712427337018,31.1,20,0,0,0,0,0,0
601,L47780,0,297.8,309.7,162.00146117011366,37.3,25,0,0,0,0,0,0
602,L47781,0,297.9,309.7,229.75514273253353,16.8,27,0,0,0,0,0,0
603,L47782,0,297.9,309.8,209.43951023931953,21.3,29,0,0,0,0,0,0
604,L47783,0,297.9,309.8,139.90559283986545,71.6,31,1,0,0,1,0,0
605,L47784,0,297.9,309.9,161.47786239451537,33.8,33,0,0,0,0,0,0
606,M15465,1,297.9,309.8,177.29054541758398,29.9,35,0,0,0,0,0,0
607,L47786,0,297.9,309.8,152.99556222982292,50.5,38,0,0,0,0,0,0
608,M15467,1,298.0,309.9,163.88641676226752,33.9,40,0,0,0,0,0,0
609,L47788,0,298.0,309.9,146.92181643288265,47.7,43,0,0,0,0,0,0
610,L47789,0,298.1,309.9,170.58848108992575,32.5,45,0,0,0,0,0,0
611,L47790,0,298.1,310.0,160.6401043535581,33.7,47,0,0,0,0,0,0
612,L47791,0,298.1,310.0,162.62977970083162,40.9,49,0,0,0,0,0,0
613,L47792,0,298.1,309.9,163.67697725202822,32.8,51,0,0,0,0,0,0
614,L47793,0,298.1,309.9,171.11207986552404,30.0,53,0,0,0,0,0,0
615,M15474,1,298.0,309.9,151.32004614790836,45.2,55,0,0,0,0,0,0
616,L47795,0,298.1,309.9,171.94983790648132,30.4,58,0,0,0,0,0,0
617,H30030,2,298.1,309.9,176.55750713174638,29.1,60,0,0,0,0,0,0
618,M15477,1,298.1,310.0,145.87461888168605,43.1,65,0,0,0,0,0,0
619,H30032,2,298.2,310.0,150.06340908647243,44.2,68,0,0,0,0,0,0
620,L47799,0,298.3,310.0,157.8126709653273,44.7,73,0,0,0,0,0,0
621,M15480,1,298.3,310.1,145.4557398612074,49.6,75,0,0,0,0,0,0
622,L47801,0,298.3,310.1,147.44541520848094,45.3,78,0,0,0,0,0,0
623,M15482,1,298.4,310.2,180.6415775814131,32.0,80,0,0,0,0,0,0
624,L47803,0,298.4,310.1,201.6902483604647,23.7,83,0,0,0,0,0,0
625,H30038,2,298.3,310.1,158.0221104755666,37.6,85,0,0,0,0,0,0
626,L47805,0,298.3,310.1,161.79202165987437,36.3,90,0,0,0,0,0,0
627,L47806,0,298.4,310.1,160.5353845984384,35.2,92,0,0,0,0,0,0
628,L47807,0,298.4,310.1,152.36724369910496,42.2,94,0,0,0,0,0,0
629,M15488,1,298.4,310.1,139.8008730847458,57.8,96,0,0,0,0,0,0
630,L47809,0,298.3,310.1,159.48818704724184,45.9,99,0,0,0,0,0,0
631,L47810,0,298.3,310.0,152.89084247470328,47.6,101,0,0,0,0,0,0
632,L47811,0,298.4,310.0,162.73449945595127,37.3,103,0,0,0,0,0,0
633,H30046,2,298.3,310.0,148.59733251479722,47.1,105,0,0,0,0,0,0
634,L47813,0,298.3,310.0,151.0058868825494,43.9,110,0,0,0,0,0,0
635,L47814,0,298.3,309.9,157.8126709653273,41.6,112,0,0,0,0,0,0
636,L47815,0,298.3,310.0,194.56930501232785,23.9,114,0,0,0,0,0,0
637,L47816,0,298.3,309.9,153.20500174006224,43.9,116,0,0,0,0,0,0
638,L47817,0,298.2,309.7,165.98081186466072,37.4,118,0,0,0,0,0,0
639,L47818,0,298.0,309.6,160.8495438637974,37.3,120,0,0,0,0,0,0
640,L47819,0,298.0,309.6,146.92181643288265,51.3,122,0,0,0,0,0,0
641,M15500,1,297.9,309.6,158.65042900628455,38.8,124,0,0,0,0,0,0
642,L47821,0,297.9,309.5,145.56045961632708,47.9,127,0,0,0,0,0,0
643,M15502,1,297.8,309.4,128.38641977670287,58.7,129,0,0,0,0,0,0
644,M15503,1,297.8,309.4,156.55603390389135,36.5,132,0,0,0,0,0,0
645,H30058,2,297.7,309.4,168.38936623241293,30.2,135,0,0,0,0,0,0
646,L47825,0,297.7,309.4,145.7698991265664,44.1,140,0,0,0,0,0,0
647,M15506,1,297.7,309.4,152.99556222982292,43.7,142,0,0,0,0,0,0
648,L47827,0,297.7,309.3,163.25809823154958,36.9,145,0,0,0,0,0,0
649,H30062,2,297.7,309.3,146.60765716752366,48.9,147,0,0,0,0,0,0
650,M15509,1,297.7,309.2,181.37461586725072,28.8,152,0,0,0,0,0,0
651,L47830,0,297.6,309.2,168.7035254977719,33.1,155,0,0,0,0,0,0
652,L47831,0,297.6,309.1,157.39379194484863,38.9,157,0,0,0,0,0,0
653,L47832,0,297.7,309.2,145.66517937144675,44.5,159,0,0,0,0,0,0
654,L47833,0,297.8,309.3,211.01030656611442,20.1,161,0,0,0,0,0,0
655,L47834,0,297.8,309.2,176.2433478663874,30.9,163,0,0,0,0,0,0
656,L47835,0,297.7,309.1,150.27284859671178,38.8,165,0,0,0,0,0,0
657,M15516,1,297.7,309.1,181.37461586725072,28.1,167,0,0,0,0,0,0
658,L47837,0,297.7,309.2,142.94246573833559,58.6,170,0,0,0,0,0,0
659,L47838,0,297.7,309.1,163.57225749690858,36.8,172,0,0,0,0,0,0
660,L47839,0,297.6,309.1,151.73892516838703,49.1,174,0,0,0,0,0,0
